,date,today_tweetCount,today_CompoundSent,today_posSent,today_negSent,today_neutralSent,today_posCases,today_posIncCases,today_negCases,today_dataQualityGrade,mean3_tweetCount,mean3_CompoundSent,mean3_posSent,mean3_negSent,mean3_neutralSent,mean3_posCases,mean3_posIncCases,mean3_negCases,mean3_dataQualityGrade,median3_tweetCount,median3_CompoundSent,median3_posSent,median3_negSent,median3_neutralSent,median3_posCases,median3_posIncCases,median3_negCases,median3_dataQualityGrade,mean7_tweetCount,mean7_CompoundSent,mean7_posSent,mean7_negSent,mean7_neutralSent,mean7_posCases,mean7_posIncCases,mean7_negCases,mean7_dataQualityGrade,median7_tweetCount,median7_CompoundSent,median7_posSent,median7_negSent,median7_neutralSent,median7_posCases,median7_posIncCases,median7_negCases,median7_dataQualityGrade,population,density,predict3,predict7,predict14
6,2020-03-11,6302,-0.04771456680418945,0.07705696604252665,0.10632386543954456,0.8164224055855354,28,9,301.0,75,4403.333333333333,-0.07810689422817794,0.06933821407536349,0.10798249955947466,0.8226081931137824,21.666666666666668,3.6666666666666665,221.0,75.0,3785.0,-0.0886930515191537,0.0695939233817704,0.10632386543954456,0.8164224055855354,19.0,1.0,222.0,75.0,2868.4285714285716,-0.05311035490587799,0.07121760313670909,0.09991608451573483,0.8288430595812265,16.285714285714285,3.7142857142857144,138.14285714285714,75.0,2999.0,-0.0886930515191537,0.07162266009852201,0.09973935318603948,0.8310067196090418,17.0,3.0,118.0,75.0,21944600,409.2233,77.0,314.0,1682.0
7,2020-03-12,14968,-0.05055615980759126,0.058851282736504376,0.07998069214324015,0.8609581106360045,32,4,301.0,75,8351.666666666666,-0.06232125937697811,0.06850072405360047,0.10139627921187488,0.8299611848435547,26.333333333333332,4.666666666666667,274.6666666666667,75.0,6302.0,-0.05055615980759126,0.0695939233817704,0.10632386543954456,0.8164224055855354,28.0,4.0,301.0,75.0,4977.714285714285,-0.08095103079675837,0.0671435780807699,0.10150727417448059,0.8312937960056522,19.571428571428573,3.2857142857142856,176.71428571428572,75.0,3123.0,-0.0886930515191537,0.0695939233817704,0.09973935318603948,0.8310067196090418,18.0,3.0,140.0,75.0,21944600,409.2233,116.0,390.0,2355.0
8,2020-03-13,8237,-0.10850094694670497,0.06082493626320276,0.09689170814616946,0.8422341872040587,50,18,478.0,75,9835.666666666666,-0.06892389118616188,0.06557772834741127,0.0943987552429847,0.8398715678085328,36.666666666666664,10.333333333333334,360.0,75.0,8237.0,-0.05055615980759126,0.06082493626320276,0.09689170814616946,0.8422341872040587,32.0,9.0,301.0,75.0,5920.571428571428,-0.08642446217399516,0.065582396534637,0.10145637324379546,0.8328977199477975,25.428571428571427,5.857142857142857,237.14285714285714,75.0,3785.0,-0.09252157385795297,0.06136375280179345,0.09973935318603948,0.8388991354466874,19.0,4.0,222.0,75.0,21944600,409.2233,141.0,520.0,2765.0
9,2020-03-14,11518,-0.11778003125542626,0.051577704462580566,0.1007135787463114,0.8477022920646068,77,27,478.0,75,11574.333333333334,-0.09227904600324081,0.0570846411540959,0.09252865967857367,0.8502981966348898,53.0,16.333333333333332,419.0,75.0,11518.0,-0.10850094694670497,0.058851282736504376,0.09689170814616946,0.8477022920646068,50.0,18.0,478.0,75.0,7276.0,-0.08623991350745848,0.06271883144378822,0.09994578667483069,0.8372673647677235,34.42857142857143,9.0,291.14285714285717,75.0,6302.0,-0.09252157385795297,0.06082493626320276,0.09973935318603948,0.8421523841280468,28.0,4.0,301.0,75.0,21944600,409.2233,186.0,658.0,3763.0
10,2020-03-15,7019,-0.13894829747827445,0.06372218264710036,0.1295807095027771,0.806453340931745,116,39,678.0,75,8924.666666666666,-0.12174309189346853,0.058708274457627906,0.10906199879841932,0.8321299400668033,81.0,28.0,544.6666666666666,75.0,8237.0,-0.11778003125542626,0.06082493626320276,0.1007135787463114,0.8422341872040587,77.0,27.0,478.0,75.0,7850.285714285715,-0.09287230259607582,0.06328439261935408,0.10444488388813171,0.8321675014539661,48.57142857142857,14.142857142857142,371.14285714285717,75.0,7019.0,-0.09791306436119074,0.06136375280179345,0.1007135787463114,0.8388991354466874,32.0,9.0,301.0,75.0,21944600,409.2233,314.0,830.0,4246.0
11,2020-03-16,4784,-0.11461586538461435,0.0560744147157189,0.10548453177257533,0.8384477424749192,141,25,684.0,75,7773.666666666667,-0.12378139803943833,0.05712476727513328,0.1119262733405546,0.8308677918237568,111.33333333333333,30.333333333333332,613.3333333333334,75.0,7019.0,-0.11778003125542626,0.0560744147157189,0.10548453177257533,0.8384477424749192,116.0,27.0,678.0,75.0,8087.571428571428,-0.09525841702799347,0.062528772892772,0.10526562368620827,0.8321030167437135,66.14285714285714,17.571428571428573,448.85714285714283,75.0,7019.0,-0.10850094694670497,0.06082493626320276,0.10548453177257533,0.8384477424749192,50.0,18.0,478.0,75.0,21944600,409.2233,390.0,1171.0,5473.0
12,2020-03-17,7238,-0.09560638297872293,0.08786239292622296,0.14256300082895795,0.7695699088145882,186,45,940.0,75,6347.0,-0.1163901819472039,0.06921966342968075,0.12587608070143677,0.8048236640737506,147.66666666666666,36.333333333333336,767.3333333333334,75.0,7019.0,-0.11461586538461435,0.06372218264710036,0.1295807095027771,0.806453340931745,141.0,39.0,684.0,75.0,8580.857142857143,-0.09624603580793192,0.06513855425626523,0.10879115522565372,0.8259697125302085,90.0,23.857142857142858,551.4285714285714,75.0,7238.0,-0.10850094694670497,0.06082493626320276,0.10548453177257533,0.8384477424749192,77.0,25.0,478.0,75.0,21944600,409.2233,520.0,1412.0,6338.0
13,2020-03-18,7620,-0.054232401574804016,0.1156070866141716,0.11690629921259772,0.767431627296572,314,128,1225.0,75,6547.333333333333,-0.08815154997938042,0.08651463141870448,0.12165127727137698,0.7918164261953596,213.66666666666666,66.0,949.6666666666666,75.0,7238.0,-0.09560638297872293,0.08786239292622296,0.11690629921259772,0.7695699088145882,186.0,45.0,940.0,75.0,8769.142857142857,-0.09717715506087687,0.0706457143379288,0.11030293147894703,0.8189710299174994,130.85714285714286,40.857142857142854,683.4285714285714,75.0,7620.0,-0.10850094694670497,0.06082493626320276,0.10548453177257533,0.8384477424749192,116.0,27.0,678.0,75.0,21944600,409.2233,658.0,1682.0,6955.0
14,2020-03-19,6131,-0.026725999021366808,0.10163904746370928,0.10714549013211676,0.7895958244984399,390,76,1533.0,75,6996.333333333333,-0.058854927858297906,0.10170284233470128,0.12220493005789079,0.7755324535365332,296.6666666666667,83.0,1232.6666666666667,75.0,7238.0,-0.054232401574804016,0.10163904746370928,0.11690629921259772,0.7695699088145882,314.0,76.0,1225.0,75.0,7506.714285714285,-0.09377284637713054,0.07675825215610092,0.1141836169059294,0.808776417612133,182.0,51.142857142857146,859.4285714285714,75.0,7238.0,-0.10850094694670497,0.06372218264710036,0.10714549013211676,0.806453340931745,141.0,39.0,684.0,75.0,21944600,409.2233,830.0,2355.0,8010.0
15,2020-03-20,6882,-0.08981846846847011,0.08817160709096301,0.12068730020342926,0.7911483580354546,520,130,1870.0,75,6877.666666666667,-0.05692562302154697,0.10180591372294796,0.11491302984938123,0.7827252699434886,408.0,111.33333333333333,1542.6666666666667,75.0,6882.0,-0.054232401574804016,0.10163904746370928,0.11690629921259772,0.7895958244984399,390.0,128.0,1533.0,75.0,7313.142857142857,-0.09110392088023984,0.08066491941720955,0.11758298719982366,0.8014784420166181,249.14285714285714,67.14285714285714,1058.2857142857142,75.0,7019.0,-0.09560638297872293,0.08786239292622296,0.11690629921259772,0.7911483580354546,186.0,45.0,940.0,75.0,21944600,409.2233,1171.0,2765.0,9585.0
