,date,today_tweetCount,today_CompoundSent,today_posSent,today_negSent,today_neutralSent,today_posCases,today_posIncCases,today_negCases,today_dataQualityGrade,mean3_tweetCount,mean3_CompoundSent,mean3_posSent,mean3_negSent,mean3_neutralSent,mean3_posCases,mean3_posIncCases,mean3_negCases,mean3_dataQualityGrade,median3_tweetCount,median3_CompoundSent,median3_posSent,median3_negSent,median3_neutralSent,median3_posCases,median3_posIncCases,median3_negCases,median3_dataQualityGrade,mean7_tweetCount,mean7_CompoundSent,mean7_posSent,mean7_negSent,mean7_neutralSent,mean7_posCases,mean7_posIncCases,mean7_negCases,mean7_dataQualityGrade,median7_tweetCount,median7_CompoundSent,median7_posSent,median7_negSent,median7_neutralSent,median7_posCases,median7_posIncCases,median7_negCases,median7_dataQualityGrade,population,density,predict3,predict7,predict14
6,2020-03-12,1381,-0.1068893555394633,0.057967414916727016,0.09166328747284576,0.850394641564083,6,6,24,75,739.6666666666666,-0.0824264491253993,0.07175283445070041,0.10240050171997354,0.8258217694102497,2.0,2.0,16.0,75.0,588.0,-0.0897295918367345,0.07147108843537414,0.103744,0.8166666666666652,0.0,0.0,12.0,75.0,416.2857142857143,-0.09440156648921975,0.07530826932526716,0.11079585956909477,0.8138788660251354,0.8571428571428571,0.8571428571428571,11.142857142857142,75.0,250.0,-0.09661156462585033,0.07363366336633664,0.10955263157894736,0.8155639097744363,0.0,0.0,12.0,75.0,3033950,58.3059,16.0,46.0,335.0
7,2020-03-13,614,-0.09577947882736143,0.07257817589576547,0.10387296416938124,0.8234641693811089,9,3,30,75,861.0,-0.0974661420678531,0.06733889308262221,0.10244348977643396,0.8301751592039522,5.0,3.0,22.0,75.0,614.0,-0.09577947882736143,0.07147108843537414,0.10387296416938124,0.8234641693811089,6.0,3.0,24.0,75.0,489.57142857142856,-0.09312763064984707,0.07515748540089984,0.1080026055112553,0.8168136342111213,2.142857142857143,1.2857142857142858,14.571428571428571,75.0,266.0,-0.09577947882736143,0.07257817589576547,0.10704419889502764,0.8166666666666652,0.0,0.0,12.0,75.0,3033950,58.3059,22.0,96.0,381.0
8,2020-03-14,774,-0.15151524547803594,0.05045994832041345,0.11234496124031004,0.8371886304909563,12,3,65,75,923.0,-0.11806135994828691,0.060335179710968655,0.10262707096084567,0.8370158138120493,9.0,4.0,39.666666666666664,75.0,774.0,-0.1068893555394633,0.057967414916727016,0.10387296416938124,0.8371886304909563,9.0,3.0,30.0,75.0,579.1428571428571,-0.10097101362873073,0.06890540804725628,0.1057166087205124,0.8253507855057477,3.857142857142857,1.7142857142857142,23.0,75.0,588.0,-0.09577947882736143,0.07147108843537414,0.10704419889502764,0.8234641693811089,0.0,0.0,12.0,75.0,3033950,58.3059,22.0,118.0,404.0
9,2020-03-15,503,-0.1622461232604375,0.06155864811133197,0.13484294234592425,0.8036222664015905,16,4,103,75,630.3333333333334,-0.1365136158552783,0.06153225744250363,0.11702028925187184,0.8214250220912184,12.333333333333334,3.3333333333333335,66.0,75.0,614.0,-0.15151524547803594,0.06155864811133197,0.11234496124031004,0.8234641693811089,12.0,3.0,65.0,75.0,625.1428571428571,-0.11082109122157936,0.06781552273403693,0.1096878577849262,0.822472040611263,6.142857142857143,2.2857142857142856,36.857142857142854,75.0,588.0,-0.1068893555394633,0.07147108843537414,0.10955263157894736,0.8166666666666652,6.0,3.0,24.0,75.0,3033950,58.3059,33.0,165.0,426.0
10,2020-03-16,302,-0.10509801324503308,0.06486423841059606,0.11686092715231786,0.818264900662251,22,6,132,75,526.3333333333334,-0.13961979399450217,0.05896094494744716,0.12134961024618406,0.8196919325182659,16.666666666666668,4.333333333333333,100.0,75.0,503.0,-0.15151524547803594,0.06155864811133197,0.11686092715231786,0.818264900662251,16.0,4.0,103.0,75.0,630.2857142857143,-0.10884545831243798,0.06638850201288685,0.11073190000969342,0.8228578964523793,9.285714285714286,3.142857142857143,54.0,75.0,588.0,-0.10509801324503308,0.06486423841059606,0.11179421768707484,0.818264900662251,9.0,3.0,30.0,75.0,3033950,58.3059,46.0,174.0,473.0
11,2020-03-17,466,-0.06653004291845484,0.08834334763948502,0.13800643776824018,0.773673819742489,22,0,197,75,423.6666666666667,-0.11129139314130847,0.07158874472047101,0.1299034357554941,0.7985203289354436,20.0,3.3333333333333335,144.0,75.0,466.0,-0.10509801324503308,0.06486423841059606,0.13484294234592425,0.8036222664015905,22.0,4.0,132.0,75.0,661.1428571428571,-0.11111255015793153,0.066748980247099,0.11562653397658486,0.8176107278441634,12.428571428571429,3.142857142857143,80.42857142857143,75.0,588.0,-0.10509801324503308,0.06486423841059606,0.11234496124031004,0.818264900662251,12.0,3.0,65.0,75.0,3033950,58.3059,96.0,218.0,523.0
12,2020-03-18,519,-0.0454364161849711,0.11913294797687846,0.12090944123314053,0.7599152215799619,33,11,236,75,429.0,-0.07235482411615299,0.09078017800898651,0.12525893538456617,0.7839513139949007,25.666666666666668,5.666666666666667,188.33333333333334,75.0,466.0,-0.06653004291845484,0.08834334763948502,0.12090944123314053,0.773673819742489,22.0,6.0,197.0,75.0,651.2857142857143,-0.10478495363625105,0.07355781732445675,0.11692870876887995,0.8095033785460629,17.142857142857142,4.714285714285714,112.42857142857143,75.0,519.0,-0.10509801324503308,0.06486423841059606,0.11686092715231786,0.818264900662251,16.0,4.0,103.0,75.0,3033950,58.3059,118.0,280.0,584.0
13,2020-03-19,396,-0.0545974747474747,0.10031818181818176,0.11445959595959608,0.7827171717171715,46,13,310,75,460.3333333333333,-0.05552131128363352,0.10259815914484839,0.12445849165365892,0.7721020710132075,33.666666666666664,8.0,247.66666666666666,75.0,466.0,-0.0545974747474747,0.10031818181818176,0.12090944123314053,0.773673819742489,33.0,11.0,236.0,75.0,510.57142857142856,-0.09731468495168125,0.07960792688180743,0.12018532426698714,0.7998351685679326,22.857142857142858,5.714285714285714,153.28571428571428,75.0,503.0,-0.09577947882736143,0.07257817589576547,0.11686092715231786,0.8036222664015905,22.0,4.0,132.0,75.0,3033950,58.3059,165.0,335.0,643.0
14,2020-03-20,440,-0.08744750000000015,0.08945909090909092,0.12712045454545468,0.7834272727272723,96,50,351,75,451.6666666666667,-0.062493796977481975,0.10297007356805037,0.12082983057939711,0.7753532220081353,58.333333333333336,24.666666666666668,299.0,75.0,440.0,-0.0545974747474747,0.10031818181818176,0.12090944123314053,0.7827171717171715,46.0,13.0,310.0,75.0,485.7142857142857,-0.0961244022620582,0.08201948616942535,0.1235063943207119,0.7941156119030988,35.285714285714285,12.428571428571429,199.14285714285714,75.0,466.0,-0.08744750000000015,0.08834334763948502,0.12090944123314053,0.7834272727272723,22.0,6.0,197.0,75.0,3033950,58.3059,174.0,381.0,704.0
15,2020-03-21,343,-0.016994752186588916,0.10947521865889204,0.10390962099125356,0.7866443148688049,118,22,567,75,393.0,-0.053013242311354576,0.09975083046205489,0.11516322383210147,0.784262919771083,86.66666666666667,28.333333333333332,409.3333333333333,75.0,396.0,-0.0545974747474747,0.10031818181818176,0.11445959595959608,0.7834272727272723,96.0,22.0,351.0,75.0,424.14285714285717,-0.07690718893470863,0.0904502390749223,0.12230134571370385,0.7868949953856486,50.42857142857143,15.142857142857142,270.85714285714283,75.0,440.0,-0.06653004291845484,0.08945909090909092,0.12090944123314053,0.7834272727272723,33.0,11.0,236.0,75.0,3033950,58.3059,218.0,404.0,743.0
