,date,count,Compound,Positive,Negative,Neutral
0,2020-03-05,16,0.21435,0.0896875,0.026812500000000003,0.8835000000000001
1,2020-03-06,115,0.04268782608695652,0.08807826086956523,0.07455652173913044,0.837408695652174
2,2020-03-07,119,-0.15300504201680667,0.0804621848739496,0.12789915966386556,0.7917142857142858
3,2020-03-08,134,-0.10965895522388053,0.0549402985074627,0.10717910447761198,0.8379029850746265
10,2020-03-09,150,-0.06984199999999996,0.060466666666666676,0.09326666666666664,0.8462600000000001
4,2020-03-10,162,-0.053053086419753065,0.06804938271604935,0.10177777777777776,0.8301358024691361
11,2020-03-11,290,-0.06532655172413794,0.05831379310344825,0.09252758620689652,0.8491586206896554
12,2020-03-12,573,-0.03848062827225127,0.06519546247818493,0.0777260034904014,0.8553193717277486
5,2020-03-13,449,-0.13485968819599084,0.061238307349665885,0.1089175946547885,0.82977728285078
13,2020-03-14,538,-0.13006003717472106,0.05305762081784388,0.10812081784386614,0.8388159851301111
6,2020-03-15,352,-0.1343519886363637,0.059372159090909066,0.11969886363636355,0.8209801136363638
7,2020-03-16,256,-0.08860898437499995,0.06145703125000001,0.09322265624999998,0.8453242187499996
8,2020-03-17,347,-0.10515014409221896,0.07528818443804032,0.13201729106628238,0.7926772334293952
14,2020-03-18,412,-0.09408737864077656,0.09700970873786408,0.1153082524271844,0.7876019417475721
9,2020-03-19,278,-0.030008273381294963,0.09813309352517983,0.1030107913669065,0.7988848920863305
15,2020-03-20,289,-0.1073529411764706,0.06347404844290656,0.10313148788927333,0.83338062283737
16,2020-03-21,245,-0.03208734693877552,0.07048571428571429,0.08905714285714282,0.8404163265306124
17,2020-03-22,296,-0.03506148648648655,0.0943614864864864,0.10132094594594604,0.8045135135135134
18,2020-03-23,253,-0.011644268774703549,0.09388932806324103,0.10547430830039534,0.8007272727272732
19,2020-03-24,209,-0.07746794258373207,0.059449760765550225,0.11626315789473687,0.8244354066985642
20,2020-03-25,183,-0.1375890710382514,0.060295081967213136,0.11060109289617487,0.8293005464480873
21,2020-03-26,124,-0.010786290322580652,0.07708870967741932,0.0849032258064516,0.8380483870967744
22,2020-03-27,168,0.06105297619047621,0.0932857142857143,0.09411904761904764,0.8125714285714287
23,2020-03-28,156,-0.030688461538461536,0.06255769230769233,0.07111538461538464,0.8663205128205129
24,2020-03-29,167,-0.06584191616766466,0.07030538922155691,0.08897604790419165,0.8407305389221554
25,2020-03-30,121,0.02414132231404957,0.06468595041322313,0.08601652892561983,0.8492644628099175
26,2020-03-31,130,-0.10539538461538464,0.06639230769230764,0.1063846153846154,0.8271461538461538
27,2020-04-01,119,-0.02503949579831932,0.09755462184873948,0.11412605042016807,0.7883697478991595
28,2020-04-02,37,-0.20663513513513515,0.05610810810810811,0.13837837837837835,0.8055135135135135
29,2020-04-03,117,-0.03864188034188037,0.08725641025641022,0.08614529914529917,0.8266068376068378
30,2020-04-04,86,-0.1367720930232558,0.06101162790697676,0.09348837209302324,0.8455000000000001
31,2020-04-05,103,-0.09988543689320394,0.07264077669902913,0.1441747572815534,0.7831650485436897
32,2020-04-06,98,-0.06960612244897957,0.0909591836734694,0.14153061224489796,0.7674489795918371
33,2020-04-07,102,-0.09221470588235296,0.07679411764705879,0.1010392156862745,0.8221764705882353
34,2020-04-08,119,0.0640680672268908,0.09395798319327728,0.06916806722689076,0.8368151260504204
35,2020-04-09,151,0.07101324503311256,0.09635099337748347,0.08286754966887418,0.8207682119205301
36,2020-04-10,514,-0.03294708171206225,0.07171400778210113,0.07930544747081708,0.8489766536964981
37,2020-04-11,498,-0.0822728915662651,0.07566666666666674,0.0938835341365462,0.8304437751004016
38,2020-04-12,473,-0.07634143763213525,0.0797906976744186,0.10188372093023268,0.8183340380549674
39,2020-04-13,479,-0.014907933194154496,0.08997703549060546,0.09932150313152402,0.8106910229645095
40,2020-04-14,334,-0.010366167664670635,0.08026646706586825,0.08960479041916171,0.8301227544910184
41,2020-04-15,278,-0.12166618705035975,0.06389928057553959,0.10169064748201437,0.8344316546762586
42,2020-04-16,364,-0.022734890109890108,0.08672802197802199,0.08601098901098903,0.8272500000000003
43,2020-04-17,410,-0.05104463414634148,0.0749219512195122,0.0890536585365854,0.8360243902439017
44,2020-04-18,494,0.023002024291497974,0.08926923076923078,0.08445141700404853,0.8262692307692303
45,2020-04-19,434,-0.05656359447004612,0.08608986175115206,0.10049769585253454,0.8134170506912448
46,2020-04-20,397,0.013083627204030224,0.09217884130982368,0.08855667506297235,0.8191889168765749
47,2020-04-21,482,-0.07452883817427387,0.07780082987551866,0.09630497925311206,0.8258755186721995
48,2020-04-22,517,-0.08975976789168273,0.07848355899419733,0.10667311411992253,0.8148433268858802
49,2020-04-23,292,-0.0605472602739726,0.08406506849315072,0.09640753424657536,0.8195821917808224
50,2020-04-24,448,-0.04699308035714282,0.08594419642857144,0.09792187499999984,0.8161383928571431
51,2020-04-25,448,-0.05661540178571429,0.07305357142857143,0.08524553571428573,0.8416741071428566
52,2020-04-26,465,-0.06352537634408598,0.08069462365591397,0.09796344086021506,0.8213913978494624
53,2020-04-27,303,-0.07360429042904287,0.07713861386138611,0.09317161716171617,0.8296732673267319
54,2020-04-28,271,-0.12002767527675284,0.08152398523985238,0.0991365313653136,0.8193616236162364
55,2020-04-29,459,-0.06506862745098041,0.08361002178649235,0.09463616557734199,0.8217581699346397
56,2020-04-30,416,-0.07488605769230765,0.08535576923076918,0.09947836538461544,0.8151850961538469
57,2020-05-01,380,-0.026681578947368414,0.08955263157894733,0.09173157894736836,0.8187447368421054
