,date,count,Compound,Positive,Negative,Neutral
0,2020-03-05,46,0.07256956521739133,0.07823913043478263,0.07819565217391307,0.8435217391304348
1,2020-03-06,613,-0.06759608482871123,0.07839967373572604,0.10573898858075027,0.8158678629690052
2,2020-03-07,584,-0.09498373287671234,0.07991952054794532,0.10183047945205476,0.8182688356164385
3,2020-03-08,747,-0.07665983935742984,0.06936412315930403,0.10498259705488616,0.8256653279785805
10,2020-03-09,774,-0.07138229974160215,0.07705813953488364,0.10343669250645993,0.8194689922480617
4,2020-03-10,950,-0.0895855789473682,0.07583157894736829,0.11882421052631577,0.8053252631578914
11,2020-03-11,1505,-0.06532059800664419,0.07762657807308955,0.11581926910299015,0.8065342192691011
12,2020-03-12,3178,-0.05965623033354251,0.06698206419131553,0.08876368785399606,0.8442441787287654
5,2020-03-13,1816,-0.08752588105726833,0.07447962555066077,0.1009377753303968,0.8245110132158571
13,2020-03-14,2260,-0.08549340707964576,0.062275221238938014,0.09856991150442512,0.8391477876106174
6,2020-03-15,1634,-0.08105244798041628,0.07922827417380672,0.11548959608323164,0.8053170134638947
7,2020-03-16,1055,-0.08989999999999998,0.06743601895734594,0.10333649289099532,0.8292312796208543
8,2020-03-17,1394,-0.10998507890961252,0.0807769010043042,0.13740172166427542,0.7818177905308481
14,2020-03-18,1529,-0.09903969914977123,0.098040549378679,0.12187246566383272,0.7793662524525865
9,2020-03-19,1411,-0.0361141743444366,0.09261800141743444,0.09660524450744153,0.8093727852586815
15,2020-03-20,1370,-0.08294583941605821,0.0934167883211678,0.11695839416058385,0.7889014598540138
16,2020-03-21,1073,-0.021048555452003657,0.08309412861136982,0.09162068965517237,0.8252842497670076
17,2020-03-22,1262,0.01674255150554676,0.1090261489698886,0.10109746434231356,0.7899999999999968
18,2020-03-23,1212,-0.013205115511551088,0.1030536303630364,0.11960808580858025,0.7774216171617186
19,2020-03-24,1009,-0.06616095143706639,0.0777274529236867,0.13397918731417247,0.7884380574826577
20,2020-03-25,871,-0.08715350172215841,0.082521239954076,0.11340068886337552,0.8042261768082659
21,2020-03-26,522,0.048050383141762465,0.09905747126436774,0.09497126436781604,0.8059731800766294
22,2020-03-27,906,0.049612913907284575,0.1027295805739514,0.1055750551876381,0.7916953642384098
23,2020-03-28,792,-0.07511325757575765,0.0882840909090911,0.11700252525252515,0.794726010101011
24,2020-03-29,862,-0.06621044083526686,0.09115429234338752,0.10870417633410692,0.8001218097447802
25,2020-03-30,658,0.11964969604863215,0.10424164133738613,0.08483130699088147,0.8109148936170207
26,2020-03-31,606,-0.021809570957095684,0.08087128712871296,0.09249999999999983,0.8265066006600666
27,2020-04-01,725,-0.10266731034482754,0.09115448275862076,0.12293517241379287,0.7859268965517253
28,2020-04-02,164,-0.053548780487804884,0.09679268292682927,0.10876829268292684,0.7944268292682926
29,2020-04-03,516,-0.10586337209302313,0.0759437984496124,0.11038953488372108,0.8117635658914719
30,2020-04-04,407,-0.07038599508599509,0.07102702702702703,0.09655773955773952,0.8323857493857503
31,2020-04-05,424,-0.10656462264150947,0.07552830188679244,0.1481462264150944,0.7763349056603779
32,2020-04-06,593,-0.1568752107925801,0.07419730185497468,0.16426981450252928,0.7615278246205734
33,2020-04-07,488,-0.06971331967213118,0.08599590163934424,0.10420491803278673,0.8097581967213122
34,2020-04-08,561,-0.06883475935828891,0.0901960784313726,0.10536898395721928,0.8043814616755781
35,2020-04-09,754,0.01947864721485404,0.09296021220159154,0.08755835543766581,0.819494694960213
36,2020-04-10,3187,-0.038658895513021575,0.08121901474741143,0.09445152180734237,0.8243294634452492
37,2020-04-11,3178,-0.05941186280679684,0.08275393329137827,0.09533826305852727,0.8218955317809936
38,2020-04-12,2762,-0.05828747284576372,0.08817632150615509,0.10462997827661158,0.8071857349746564
39,2020-04-13,3412,-0.003361254396248543,0.09219783118405628,0.09563364595545132,0.8121658851113732
40,2020-04-14,2395,-0.012745219206680623,0.08991398747390382,0.09694655532359048,0.8131098121085605
41,2020-04-15,1961,-0.046705864354920856,0.07661346251912295,0.09085211626721083,0.8325328913819477
42,2020-04-16,2823,0.011349982288345736,0.0943262486716264,0.09113390010627014,0.8145278072971992
43,2020-04-17,3149,-0.00522781835503341,0.08543728167672254,0.08559510955859008,0.8289761829152162
44,2020-04-18,3479,0.009099080195458464,0.0892141419948262,0.08686001724633495,0.8239054325955703
45,2020-04-19,3395,-0.03633661266568481,0.08463122238586109,0.09491428571428573,0.8204303387334332
46,2020-04-20,3618,0.10176346047539804,0.10950690989496954,0.08720398009950177,0.8030917634051848
47,2020-04-21,3712,-0.03330630387931033,0.08604283405172469,0.09470501077586192,0.8192365301724114
48,2020-04-22,3895,-0.09101373555840794,0.08048318356867795,0.1033394094993582,0.8161820282413351
49,2020-04-23,2073,-0.050763868789194304,0.08278437047756858,0.09552146647370932,0.8217298601061265
50,2020-04-24,3550,-0.005946929577464788,0.0920974647887325,0.0889563380281689,0.8189428169014062
51,2020-04-25,3044,-0.06828515111695152,0.08094809461235201,0.1004053876478322,0.8186392904073578
52,2020-04-26,2736,-0.07495394736842093,0.08442909356725163,0.09942434210526306,0.8157770467836284
53,2020-04-27,2163,-0.06197165973185423,0.0886962552011099,0.09629588534442904,0.8150018492834015
54,2020-04-28,2091,-0.06635681492109081,0.09128311812529882,0.10242228598756582,0.8058249641319918
55,2020-04-29,3324,-0.028487184115523687,0.08569945848375464,0.0927057761732852,0.8212499999999985
56,2020-04-30,2967,-0.018630333670374092,0.08816582406471145,0.08908021570610034,0.8227445230872921
