,date,count,Compound,Positive,Negative,Neutral
0,2020-03-05,17,0.13354705882352946,0.08594117647058823,0.06647058823529411,0.847529411764706
1,2020-03-06,245,-0.011289387755102059,0.08815918367346941,0.08975918367346937,0.8220816326530616
2,2020-03-07,261,-0.09303601532567048,0.0754022988505747,0.10097701149425282,0.8236398467432953
3,2020-03-08,400,-0.07062024999999995,0.06376999999999998,0.0856475,0.8505825000000005
10,2020-03-09,387,-0.08464263565891475,0.07334366925064603,0.10471834625323002,0.8219457364341078
4,2020-03-10,417,-0.12373980815347692,0.061534772182254276,0.12147961630695453,0.8169592326139079
11,2020-03-11,745,-0.04556805369127522,0.08153020134228192,0.1033557046979866,0.8150684563758391
12,2020-03-12,1980,-0.05525020202020163,0.06494090909090916,0.08558030303030294,0.8489681818181832
5,2020-03-13,1048,-0.10937280534351132,0.07190458015267179,0.10529770992366412,0.8227309160305337
13,2020-03-14,1300,-0.12201492307692277,0.05352846153846159,0.10804615384615393,0.838414615384614
6,2020-03-15,870,-0.06317954022988513,0.08297011494252858,0.11723333333333333,0.7998229885057473
7,2020-03-16,563,-0.07187282415630554,0.06842273534635877,0.10583303730017757,0.8257673179396087
8,2020-03-17,828,-0.041251086956521736,0.0987427536231884,0.13238526570048315,0.7688840579710158
14,2020-03-18,866,-0.012548729792147795,0.12711431870669748,0.11319284064665112,0.7596743648960765
9,2020-03-19,771,-0.03796744487678335,0.10631776913099876,0.11049286640726323,0.7819221789883253
15,2020-03-20,771,-0.07479701686121941,0.09197276264591446,0.11381452658884544,0.7942140077821006
16,2020-03-21,574,-0.01787177700348432,0.09867073170731706,0.10302961672473858,0.7983222996515686
17,2020-03-22,729,-0.024458436213991783,0.10711659807956088,0.1100685871056238,0.7829821673525356
18,2020-03-23,670,-0.02381194029850746,0.10859701492537302,0.12558955223880588,0.7658835820895521
19,2020-03-24,521,-0.00798406909788872,0.08958157389635302,0.11997504798464508,0.7906026871401163
20,2020-03-25,488,-0.08278483606557391,0.08865573770491797,0.10706762295081973,0.8044016393442628
21,2020-03-26,289,0.1410197231833907,0.11989273356401395,0.0957439446366782,0.7843737024221441
22,2020-03-27,439,0.05309202733485186,0.10132801822323467,0.1037744874715262,0.7948997722095676
23,2020-03-28,344,-0.041194186046511636,0.09276162790697676,0.1063023255813953,0.8009534883720931
24,2020-03-29,425,-0.04759647058823527,0.09080000000000002,0.1011505882352942,0.8080329411764695
25,2020-03-30,324,0.11540185185185192,0.09906481481481487,0.07973456790123458,0.8211975308641974
26,2020-03-31,330,-0.03242,0.07868181818181827,0.09139696969696967,0.8298272727272721
27,2020-04-01,386,-0.10309611398963724,0.09035751295336797,0.12445854922279792,0.7852072538860106
28,2020-04-02,97,-0.0677319587628866,0.06795876288659794,0.08287628865979382,0.8491340206185568
29,2020-04-03,241,-0.0825439834024896,0.08397510373443985,0.11802489626556008,0.7980414937759337
30,2020-04-04,198,-0.10559393939393942,0.06888888888888889,0.10494949494949493,0.8211010101010101
31,2020-04-05,200,-0.030581000000000007,0.08757000000000001,0.13101500000000008,0.78145
32,2020-04-06,257,-0.16811556420233476,0.07747859922178986,0.1830739299610896,0.7394396887159534
33,2020-04-07,258,-0.017090697674418603,0.09862015503875972,0.09607751937984503,0.8052713178294565
34,2020-04-08,280,-0.06612499999999999,0.08282857142857149,0.09894642857142856,0.8181678571428569
35,2020-04-09,362,0.021783149171270718,0.09263259668508288,0.09077900552486193,0.816574585635359
36,2020-04-10,1607,0.03223229620410695,0.09446359676415716,0.08801120099564427,0.8175059116365901
37,2020-04-11,1564,-0.00775543478260888,0.08518094629156032,0.08894117647058827,0.8258976982097178
38,2020-04-12,1447,-0.020991499654457502,0.09169730476848667,0.10544298548721467,0.8021679336558396
39,2020-04-13,1718,-0.004062281722933646,0.09307334109429548,0.10043830034924328,0.8064772991850988
40,2020-04-14,1134,0.0415021164021164,0.1036093474426809,0.10035714285714303,0.7960255731922398
41,2020-04-15,897,-0.006585953177257482,0.0832954292084727,0.08775585284280936,0.8289498327759187
42,2020-04-16,1314,0.05181925418569255,0.10008219178082173,0.08509969558599699,0.8148203957382038
43,2020-04-17,1494,-0.009175903614457841,0.07899799196787166,0.08785876840696125,0.8331459170013378
44,2020-04-18,1496,0.021074799465240667,0.09172593582887686,0.08877072192513366,0.8194799465240639
45,2020-04-19,1578,-0.04539835234474018,0.08349429657794677,0.09963244613434737,0.8168517110266155
46,2020-04-20,1466,0.009402933151432565,0.09249386084583884,0.09308731241473392,0.8143233287858129
47,2020-04-21,1796,-0.01122789532293985,0.08221492204899794,0.08385913140311803,0.8333574610244999
48,2020-04-22,1795,-0.06327593314763222,0.08424233983286895,0.0992568245125348,0.8165047353760457
49,2020-04-23,1078,-0.11538283858998122,0.07196011131725423,0.10980890538033396,0.8182977736549191
50,2020-04-24,1753,-0.0005932116371933572,0.09367655447803756,0.08897604107244733,0.8173377067883633
51,2020-04-25,1394,-0.047415064562410486,0.08141176470588231,0.09476111908177898,0.8238084648493549
52,2020-04-26,1269,-0.05565216706067775,0.08670921985815609,0.09886052009456264,0.8136185973207244
53,2020-04-27,1080,0.024162962962963004,0.0909314814814814,0.08304629629629627,0.8260398148148151
54,2020-04-28,1158,-0.014968652849740903,0.09010535405872183,0.08895423143350598,0.8209715025906726
55,2020-04-29,1578,-0.00024841571609626707,0.08714258555133081,0.08228263624841559,0.8305120405576683
56,2020-04-30,1413,0.008557678697806083,0.0936454352441612,0.0849341825902337,0.8214076433121009
