,date,count,Compound,Positive,Negative,Neutral
0,2020-03-05,37,0.08247837837837843,0.0672972972972973,0.07597297297297298,0.8567837837837836
1,2020-03-06,482,-0.10567427385892113,0.07302697095435685,0.11097302904564313,0.816033195020746
2,2020-03-07,508,-0.09270708661417323,0.08429724409448817,0.1095944881889764,0.8061377952755898
3,2020-03-08,683,-0.11271390922401175,0.06257101024890192,0.1125226939970718,0.8248975109809663
10,2020-03-09,646,-0.043992569659442766,0.07836532507739932,0.0970665634674923,0.8245309597523209
4,2020-03-10,802,-0.05494663341645863,0.07579925187032402,0.09809351620947636,0.8260947630922669
11,2020-03-11,1124,-0.04844911032028467,0.07929982206405675,0.10666637010676204,0.8140444839857637
12,2020-03-12,2416,-0.0429958195364236,0.0664043874172187,0.081908940397351,0.8516792218543041
5,2020-03-13,1687,-0.12627338470657912,0.07186840545346777,0.10891345583876737,0.8191434499110829
13,2020-03-14,2151,-0.08241696885169666,0.0641073919107392,0.0991362157136218,0.8367480241747999
6,2020-03-15,1452,-0.06522630853994506,0.08492561983471071,0.1113023415977964,0.8038257575757588
7,2020-03-16,968,-0.06979555785123971,0.07072210743801652,0.1040289256198346,0.8252520661157032
8,2020-03-17,1093,-0.10006578225068627,0.08236596523330296,0.13219945105215014,0.7854181152790505
14,2020-03-18,1421,-0.10504159042927537,0.0935109078114006,0.11743631245601692,0.7890112596762886
9,2020-03-19,1257,-0.049932378679395484,0.08882657120127288,0.10627128082736684,0.804914081145585
15,2020-03-20,1194,-0.0868470686767168,0.0840435510887771,0.113473199329983,0.8024815745393628
16,2020-03-21,904,-0.007739159292035381,0.08826438053097321,0.09200442477876082,0.8196935840707956
17,2020-03-22,1167,0.06289640102827773,0.1139143101970861,0.09479091688089113,0.7914293059125941
18,2020-03-23,1007,-0.010836047666335566,0.10707149950347618,0.1207864945382324,0.7722750744786536
19,2020-03-24,967,-0.035465253360909985,0.0866163391933815,0.12967011375387816,0.7838665977249245
20,2020-03-25,790,-0.07736797468354456,0.0861151898734178,0.11809113924050647,0.7959329113924053
21,2020-03-26,528,0.02448503787878788,0.0943484848484848,0.10231818181818186,0.8033276515151527
22,2020-03-27,750,-0.011364800000000156,0.09322800000000007,0.1151373333333334,0.7916453333333334
23,2020-03-28,757,-0.08510079260237806,0.08233553500660509,0.10655482166446496,0.8111070013210043
24,2020-03-29,786,-0.0631790076335881,0.09574045801526723,0.10741730279898236,0.7967926208651398
25,2020-03-30,563,0.05489857904085265,0.0962451154529307,0.09265008880994664,0.8111030195381881
26,2020-03-31,699,-0.032957939914163105,0.08700858369098695,0.09825035765379107,0.8146309012875544
27,2020-04-01,718,-0.10556420612813357,0.09863091922005572,0.12120612813370465,0.7801462395543189
28,2020-04-02,137,-0.06052043795620436,0.10126277372262778,0.1177737226277372,0.7809635036496354
29,2020-04-03,458,-0.10219017467248906,0.07755240174672494,0.11675982532751095,0.8035262008733627
30,2020-04-04,373,-0.08180241286863267,0.0795308310991957,0.09767024128686327,0.8228042895442367
31,2020-04-05,405,-0.13133876543209874,0.06453086419753089,0.13527160493827153,0.8001876543209878
32,2020-04-06,503,-0.1483391650099406,0.07310536779324044,0.16750298210735595,0.7573777335984097
33,2020-04-07,410,-0.0649312195121951,0.08807073170731711,0.10094878048780484,0.8109609756097563
34,2020-04-08,403,-0.0553243176178659,0.08976426799007453,0.10445905707196028,0.805734491315136
35,2020-04-09,611,0.021605891980360028,0.0936121112929624,0.09332896890343699,0.8130572831423892
36,2020-04-10,2850,-0.07972880701754367,0.08052245614035101,0.10515543859649124,0.8143203508771957
37,2020-04-11,3080,-0.0719048376623377,0.08312045454545468,0.10007435064935062,0.8168055194805197
38,2020-04-12,2707,-0.05931333579608375,0.08568119689693404,0.10381787957148164,0.8104846693756916
39,2020-04-13,3085,-0.005011345218800585,0.0929361426256075,0.09719351701782816,0.8098648298217204
40,2020-04-14,1981,-0.0034732458354366576,0.09218273599192303,0.09832811711256917,0.8094669358909647
41,2020-04-15,1601,-0.09259569019362866,0.07674890693316677,0.1027882573391631,0.8204615865084295
42,2020-04-16,2472,-0.030213106796116506,0.0890562297734629,0.09884466019417502,0.8121055825242728
43,2020-04-17,2728,-0.06684805718475066,0.07971370967741898,0.09735410557184772,0.8229237536656933
44,2020-04-18,3341,-0.013351840766237627,0.08925411553427134,0.09092038311882653,0.8197949715653978
45,2020-04-19,2999,-0.04613171057019014,0.08588129376458789,0.10112737579193053,0.8129613204401497
46,2020-04-20,2836,0.005017559943582494,0.0946851198871649,0.09579231311706554,0.8094301833568355
47,2020-04-21,3415,-0.04835010248901901,0.08962752562225493,0.09739238653001484,0.8129754026354301
48,2020-04-22,3640,-0.0949629945054948,0.08375494505494502,0.10610521978021972,0.8101335164835134
49,2020-04-23,1897,-0.0389382182393252,0.08981444385872409,0.0973199789140747,0.8129061676331054
50,2020-04-24,3344,-0.02615553229665084,0.09584659090909108,0.09540819377990424,0.8087344497607654
51,2020-04-25,2948,-0.06645050881953894,0.08412211668928067,0.09911261872455908,0.8167527137042032
52,2020-04-26,2572,-0.06481792379471231,0.0917776049766718,0.09883514774494573,0.8093748055987556
53,2020-04-27,1845,-0.058213821138211365,0.09384823848238527,0.09871869918699187,0.8074281842818405
54,2020-04-28,1897,-0.10243241960991033,0.08652082235108073,0.10767369530838164,0.8058344754876104
55,2020-04-29,3178,-0.06376787287602262,0.08508716173694185,0.09855412208936454,0.8163140339836371
56,2020-04-30,2555,-0.02682277886497072,0.09227632093933452,0.0933052837573385,0.8144046966731895
